username,full_name,profile_url,pk,is_private,source,category,name_score,expat_signal,professional_signal,asuncion_signal,outreach_score,outreach_tier
sonia_vittorazi,Sonia Vittorazi Kumakura,https://www.instagram.com/sonia_vittorazi,3305755639,,protectiondentalcenter,human,95,0,0,0,95,A
soledad_rehe,Sabrina Soledad Rehe Leon,https://www.instagram.com/soledad_rehe,3316232684,,protectiondentalcenter,human,95,0,0,0,95,A
arcasanova_official,Sasha Casanova Umbria,https://www.instagram.com/arcasanova_official,3319355503,,protectiondentalcenter,human,95,0,0,0,95,A
lola_carrete,Lorena Carretero Valenzuela,https://www.instagram.com/lola_carrete,33396941797,,protectiondentalcenter,human,95,0,0,0,95,A
ruthkatherine_grance,Ruth Katherine Grance Irala,https://www.instagram.com/ruthkatherine_grance,33414668869,,odontospy,human,95,0,0,0,95,A
lida_torresrd,Lida Beatriz Torres,https://www.instagram.com/lida_torresrd,33517547333,,protectiondentalcenter,human,95,0,0,0,95,A
loli_raggini,Gloria Ortiz Raggini,https://www.instagram.com/loli_raggini,336600622,,protectiondentalcenter,human,95,0,0,0,95,A
sarakato_naturaavon,Sara Kato Delgado,https://www.instagram.com/sarakato_naturaavon,33984294304,,protectiondentalcenter,human,95,0,0,0,95,A
pediatra_doc,Fatima Dolores Garcia Zepeda,https://www.instagram.com/pediatra_doc,3405969563,,protectiondentalcenter,human,95,0,0,0,95,A
caro_mosqueira,Caro Ojeda Mosqueira,https://www.instagram.com/caro_mosqueira,340728522,,protectiondentalcenter,human,95,0,0,0,95,A
bea_cubilla,Lorena Britez Cubilla,https://www.instagram.com/bea_cubilla,3472261863,,protectiondentalcenter,human,95,0,0,0,95,A
doris_campero,Doris Elena Campero Arroyave,https://www.instagram.com/doris_campero,3510171839,,protectiondentalcenter,human,95,0,0,0,95,A
abogada_hellmanliz,Liz Hellman Galeano,https://www.instagram.com/abogada_hellmanliz,3527080222,,protectiondentalcenter,human,95,0,0,0,95,A
cory_gb,Corina Gonzalez Benitez,https://www.instagram.com/cory_gb,3528776647,,odontologia3py,human,95,0,0,0,95,A
marthayaneth_experienciasocial,Martha Yaneth Lozano Cubillos,https://www.instagram.com/marthayaneth_experienciasocial,3533409720,,protectiondentalcenter,human,95,0,0,0,95,A
nata_penap,Natacha Peña Perez,https://www.instagram.com/nata_penap,3536406876,,protectiondentalcenter,human,95,0,0,0,95,A
haydee_shirley,Haydee Shirley Dick,https://www.instagram.com/haydee_shirley,3552603735,,protectiondentalcenter,human,95,0,0,0,95,A
charito_yarleque,Charito Yarleque Camacho,https://www.instagram.com/charito_yarleque,3553859561,,protectiondentalcenter,human,95,0,0,0,95,A
yosmar_navy,Narusvea Yosmar Solorzano,https://www.instagram.com/yosmar_navy,3571899401,,protectiondentalcenter,human,95,0,0,0,95,A
vidalia_alvarez,Vidalia Raquel Gimenez,https://www.instagram.com/vidalia_alvarez,3575705651,,protectiondentalcenter,human,95,0,0,0,95,A
meli_acevedo,Gissella Melina Acevedo,https://www.instagram.com/meli_acevedo,357601700,,protectiondentalcenter,human,95,0,0,0,95,A
fredy_rbenitez,Fredy Rudas Benitez,https://www.instagram.com/fredy_rbenitez,3576920836,,protectiondentalcenter,human,95,0,0,0,95,A
ileanaruvira_realtor,Ileana Ruvira Madruga,https://www.instagram.com/ileanaruvira_realtor,3587487548,,protectiondentalcenter,human,95,0,0,0,95,A
lizan_onieva,Liz Aguero Onieva,https://www.instagram.com/lizan_onieva,35896128031,,protectiondentalcenter,human,95,0,0,0,95,A
tessi_marin,Tere Marin Bogado,https://www.instagram.com/tessi_marin,359279860,,odontospy,human,95,0,0,0,95,A
marichuys_life,Marichuy Ramos Santoyo,https://www.instagram.com/marichuys_life,359485716,,protectiondentalcenter,human,95,0,0,0,95,A
biljana_pb,Biljana Susanj Arsic,https://www.instagram.com/biljana_pb,3599814843,,protectiondentalcenter,human,95,0,0,0,95,A
rossany_arce,Arce Cabrera Rossany,https://www.instagram.com/rossany_arce,3620487050,,odontospy,human,95,0,0,0,95,A
mirta_ovando,Mirta Ovando Perez,https://www.instagram.com/mirta_ovando,3620814118,,protectiondentalcenter,human,95,0,0,0,95,A
gloria_benegas,Gloria Benegas Arteta,https://www.instagram.com/gloria_benegas,362379066,,odontologia3py,human,95,0,0,0,95,A
mauri_meza,Mauricio Meza Ruffinelli,https://www.instagram.com/mauri_meza,363373997,,odontospy,human,95,0,0,0,95,A
noguera_ojeda,Maria Teresa Noguera,https://www.instagram.com/noguera_ojeda,3634077368,,protectiondentalcenter,human,95,0,0,0,95,A
milena_bogarin,Milena Tilleria Bogarin,https://www.instagram.com/milena_bogarin,364453859,,protectiondentalcenter,human,95,0,0,0,95,A
carlitos_tadeo,Carlos Tadeo Cabrera,https://www.instagram.com/carlitos_tadeo,3649389242,,protectiondentalcenter,human,95,0,0,0,95,A
ross_cacquin,Rossana Caceres Resquin,https://www.instagram.com/ross_cacquin,3660361776,,odontospy,human,95,0,0,0,95,A
isolina_dlr,Isolina De La Rosa,https://www.instagram.com/isolina_dlr,366347021,,protectiondentalcenter,human,95,0,0,0,95,A
arami_ovelararriola,Arami Ovelar Arriola,https://www.instagram.com/arami_ovelararriola,3682037580,,odontologia3py,human,95,0,0,0,95,A
daponte_dd,Dahiana Da Ponte,https://www.instagram.com/daponte_dd,368411202,,protectiondentalcenter,human,95,0,0,0,95,A
viic_ortiz,Maria Victoria Ortiz,https://www.instagram.com/viic_ortiz,368533375,,protectiondentalcenter,human,95,0,0,0,95,A
naty_izhan,Ruth Natalia Rolon,https://www.instagram.com/naty_izhan,368558308,,protectiondentalcenter,human,95,0,0,0,95,A
recame_sp,Regina Camargo Mendes,https://www.instagram.com/recame_sp,36894539,,protectiondentalcenter,human,95,0,0,0,95,A
eva_montania,Eva Montania Miño,https://www.instagram.com/eva_montania,3702291723,,protectiondentalcenter,human,95,0,0,0,95,A
pili_becerril,Pily Becerril Ocampo,https://www.instagram.com/pili_becerril,37030433714,,protectiondentalcenter,human,95,0,0,0,95,A
luzbel_canete,Luzbel Celeste Cañete,https://www.instagram.com/luzbel_canete,3715971628,,protectiondentalcenter,human,95,0,0,0,95,A
juan_morel,Juan Fernando Morel,https://www.instagram.com/juan_morel,37217625,,odontologia3py,human,95,0,0,0,95,A
lizmay_aseretto,Liz Mayra Aseretto,https://www.instagram.com/lizmay_aseretto,374769840,,odontospy,human,95,0,0,0,95,A
rg_aguimel,Regis Guillermo Aguilera Melgarejo,https://www.instagram.com/rg_aguimel,374807116,,odontologia3py,human,95,0,0,0,95,A
yiya_cabrera,Yiya Cabrera Gonzalez,https://www.instagram.com/yiya_cabrera,375055931,,protectiondentalcenter,human,95,0,0,0,95,A
elisa_rolon,Elisa Dejesus Rolon,https://www.instagram.com/elisa_rolon,376101373,,odontologia3py,human,95,0,0,0,95,A
blank_porrillo,Esthela Portillo Rea,https://www.instagram.com/blank_porrillo,37700023652,,protectiondentalcenter,human,95,0,0,0,95,A
ceci_romeroj,Ceci Romero Johannsen,https://www.instagram.com/ceci_romeroj,378380761,,protectiondentalcenter,human,95,0,0,0,95,A
clau_mesina,Claudia Andrea Mesina Cadenas,https://www.instagram.com/clau_mesina,3806939424,,protectiondentalcenter,human,95,0,0,0,95,A
mariela_ortizrios,Mariela Ortiz Rios,https://www.instagram.com/mariela_ortizrios,382708058,,odontologia3py,human,95,0,0,0,95,A
myriam_gumarela,Myriam La Gumarela,https://www.instagram.com/myriam_gumarela,3830938480,,protectiondentalcenter,human,95,0,0,0,95,A
etcheverry_tobias,Etcheverry Tobias Josue,https://www.instagram.com/etcheverry_tobias,38451761488,,odontospy,human,95,0,0,0,95,A
eli_ortizaranda,Ortiz Aranda Eli,https://www.instagram.com/eli_ortizaranda,386459096,,odontospy,human,95,0,0,0,95,A
ati_casaccia,Ati Gabriel Casaccia,https://www.instagram.com/ati_casaccia,39030442118,,odontospy,human,95,0,0,0,95,A
lo_maccormich,Lorena Mac Cormich,https://www.instagram.com/lo_maccormich,39070414988,,protectiondentalcenter,human,95,0,0,0,95,A
mariarosa_giusti,Maria Rosa Giusti,https://www.instagram.com/mariarosa_giusti,39074150396,,protectiondentalcenter,human,95,0,0,0,95,A
fatima_fretes,Fatima Fretes Mendoza,https://www.instagram.com/fatima_fretes,392317330,,protectiondentalcenter,human,95,0,0,0,95,A
matias_campuzanos,Matias Campuzano Solis,https://www.instagram.com/matias_campuzanos,3923334424,,protectiondentalcenter,human,95,0,0,0,95,A
monicab_rojasp,Monica Rojas Pedrozo,https://www.instagram.com/monicab_rojasp,39244421208,,odontologia3py,human,95,0,0,0,95,A
cecy_roblesv,Cecilia Edith Robles Villegas,https://www.instagram.com/cecy_roblesv,39401194157,,protectiondentalcenter,human,95,0,0,0,95,A
normacoronado_ponce,Norma Coronado Ponce,https://www.instagram.com/normacoronado_ponce,395377099,,protectiondentalcenter,human,95,0,0,0,95,A
yrist_oro,Yris Yokasta Toro Ramirez,https://www.instagram.com/yrist_oro,39667992790,,protectiondentalcenter,human,95,0,0,0,95,A
grisel_capurro,Griselda Capurro Segovia,https://www.instagram.com/grisel_capurro,3968343142,,protectiondentalcenter,human,95,0,0,0,95,A
eddy_alem,Eduardo Espinola Alem,https://www.instagram.com/eddy_alem,397003488,,protectiondentalcenter,human,95,0,0,0,95,A
kariort_goza,Karina Marlene Ortigoza,https://www.instagram.com/kariort_goza,397096827,,protectiondentalcenter,human,95,0,0,0,95,A
ayala_pintos,Magali Ayala Pintos,https://www.instagram.com/ayala_pintos,3971579885,,protectiondentalcenter,human,95,0,0,0,95,A
viq_antonio,Victor Antonio Martinez,https://www.instagram.com/viq_antonio,397270416,,odontospy,human,95,0,0,0,95,A
gisse_samudio,Gisselle Antonella Samudio,https://www.instagram.com/gisse_samudio,398064378,,protectiondentalcenter,human,95,0,0,0,95,A
fatimzahra_bourhanbour,Lalla Fatima Drissi Boughanbour,https://www.instagram.com/fatimzahra_bourhanbour,3998375349,,protectiondentalcenter,human,95,0,0,0,95,A
marianny_lopez,Marianny Lopez Espluga,https://www.instagram.com/marianny_lopez,401391449,,protectiondentalcenter,human,95,0,0,0,95,A
susana_labiano,Susana Labiano Bastero,https://www.instagram.com/susana_labiano,4033832046,,protectiondentalcenter,human,95,0,0,0,95,A
yessi_mencia,Yessica Natalia Mencia,https://www.instagram.com/yessi_mencia,4042052789,,protectiondentalcenter,human,95,0,0,0,95,A
rox_amador,Roxana Flores Amador,https://www.instagram.com/rox_amador,4046682600,,protectiondentalcenter,human,95,0,0,0,95,A
paz_ovelar,Maria Paz Ovelar,https://www.instagram.com/paz_ovelar,40481822,,protectiondentalcenter,human,95,0,0,0,95,A
khadidja_messili,Khadidja Messili Mahfoud,https://www.instagram.com/khadidja_messili,4055829546,,protectiondentalcenter,human,95,0,0,0,95,A
garcia_zadi,Zadi Fabiola Garcia,https://www.instagram.com/garcia_zadi,4057588615,,protectiondentalcenter,human,95,0,0,0,95,A
lau_castilloavalos,Ma Laura Castillo Avalos,https://www.instagram.com/lau_castilloavalos,40597893975,,protectiondentalcenter,human,95,0,0,0,95,A
paula_falu,Paula Toledo Bravo,https://www.instagram.com/paula_falu,407094846,,protectiondentalcenter,human,95,0,0,0,95,A
cortes_marycarmen,Mary Carmen Cortes,https://www.instagram.com/cortes_marycarmen,4088671520,,protectiondentalcenter,human,95,0,0,0,95,A
carol_cvz,Carolina Elizabeth Caballero Vazquez,https://www.instagram.com/carol_cvz,40894027060,,protectiondentalcenter,human,95,0,0,0,95,A
raull_benn,Raull Benitez Duarte,https://www.instagram.com/raull_benn,409545150,,protectiondentalcenter,human,95,0,0,0,95,A
latifi_elena,Elena Ajasllari Latifi,https://www.instagram.com/latifi_elena,4100850151,,protectiondentalcenter,human,95,0,0,0,95,A
tonny_arcila,Tonny Arcila Hernandez,https://www.instagram.com/tonny_arcila,410475562,,protectiondentalcenter,human,95,0,0,0,95,A
villalba_richardtroche,Richard Villalba Troche,https://www.instagram.com/villalba_richardtroche,4116491134,,protectiondentalcenter,human,95,0,0,0,95,A
mafe_sq,Maria Fe Samaniego,https://www.instagram.com/mafe_sq,412155917,,protectiondentalcenter,human,95,0,0,0,95,A
deborahi_turrieta,Deborah Iturrieta Vargas,https://www.instagram.com/deborahi_turrieta,413674406,,protectiondentalcenter,human,95,0,0,0,95,A
yze_ocampo,Yzela Bettiana Ocampo,https://www.instagram.com/yze_ocampo,414679256,,protectiondentalcenter,human,95,0,0,0,95,A
analucia_adv,Ana Lucia Amaral Queiroz,https://www.instagram.com/analucia_adv,4151806336,,protectiondentalcenter,human,95,0,0,0,95,A
lina_mamilu,Orfelina Cespedes Yañez,https://www.instagram.com/lina_mamilu,4154456500,,protectiondentalcenter,human,95,0,0,0,95,A
idalina_gonbe,Idalina Gonzalez Benegas,https://www.instagram.com/idalina_gonbe,4177084258,,odontologia3py,human,95,0,0,0,95,A
reina_espillaga,Reinalda Raquel Espillaga,https://www.instagram.com/reina_espillaga,4205092000,,odontospy,human,95,0,0,0,95,A
jaume_salvany,Jaume Salvany Teixido,https://www.instagram.com/jaume_salvany,42060888076,,protectiondentalcenter,human,95,0,0,0,95,A
ortega_flormaria,Flor Maria Ortega,https://www.instagram.com/ortega_flormaria,42101507421,,protectiondentalcenter,human,95,0,0,0,95,A
anasantos_db,Ana Dos Santo,https://www.instagram.com/anasantos_db,4224997179,,protectiondentalcenter,human,95,0,0,0,95,A
cos_aguilera,Constanza Aguilera Lird,https://www.instagram.com/cos_aguilera,4226774695,,odontologia3py,human,95,0,0,0,95,A
miri_zalazar,Ana Miriam Zalazar,https://www.instagram.com/miri_zalazar,4227287481,,protectiondentalcenter,human,95,0,0,0,95,A
pao_ferreirabenitez,Benitez Ferreira Pao,https://www.instagram.com/pao_ferreirabenitez,4231631103,,odontospy,human,95,0,0,0,95,A
katty_johnson,Katherine Johnson Parra,https://www.instagram.com/katty_johnson,424968496,,protectiondentalcenter,human,95,0,0,0,95,A
laprofe_marce,Marcela Ester Rodriguez,https://www.instagram.com/laprofe_marce,4284447101,,protectiondentalcenter,human,95,0,0,0,95,A
angy_cardozo,Angela Cardozo Duarte,https://www.instagram.com/angy_cardozo,429108729,,protectiondentalcenter,human,95,0,0,0,95,A
ja_zaracho,Javier Zaracho Saldivar,https://www.instagram.com/ja_zaracho,429663578,,protectiondentalcenter,human,95,0,0,0,95,A
lucia_hfs,Lucia Helena Sousa,https://www.instagram.com/lucia_hfs,4301226444,,protectiondentalcenter,human,95,0,0,0,95,A
mery_deysi,Deysi Carvajal Yucra,https://www.instagram.com/mery_deysi,4319839681,,protectiondentalcenter,human,95,0,0,0,95,A
mery_cayuman,Mery Cayuman Coloma,https://www.instagram.com/mery_cayuman,4352703162,,protectiondentalcenter,human,95,0,0,0,95,A
di_michela,Di Gregorio Michela,https://www.instagram.com/di_michela,4356693490,,protectiondentalcenter,human,95,0,0,0,95,A
sami_britez,Samira Britez Cataldi,https://www.instagram.com/sami_britez,437694590,,protectiondentalcenter,human,95,0,0,0,95,A
alvarez_jmarce,Juan Marcelo Alvarez,https://www.instagram.com/alvarez_jmarce,438510893,,odontologia3py,human,95,0,0,0,95,A
aquino_clara,Clara Aquino Gonzalez,https://www.instagram.com/aquino_clara,438965928,,protectiondentalcenter,human,95,0,0,0,95,A
karina_bog,Gabriela Karina Bogado,https://www.instagram.com/karina_bog,439164113,,protectiondentalcenter,human,95,0,0,0,95,A
analiz_alderete,Ana Liz Alderete Talavera,https://www.instagram.com/analiz_alderete,44072497317,,protectiondentalcenter,human,95,0,0,0,95,A
mariapazcandia_giret,Maria Paz Candia Giret,https://www.instagram.com/mariapazcandia_giret,44198220555,,protectiondentalcenter,human,95,0,0,0,95,A
pati_mene,Claudita Patiño Meneses,https://www.instagram.com/pati_mene,44240508209,,protectiondentalcenter,human,95,0,0,0,95,A
sonia_gamarra,Sonia Gamarra Rivas,https://www.instagram.com/sonia_gamarra,442484309,,protectiondentalcenter,human,95,0,0,0,95,A
casas_djane,Torres Casas Djane,https://www.instagram.com/casas_djane,4435967725,,protectiondentalcenter,human,95,0,0,0,95,A
erikaa_rivas,Erika Maria Rivas,https://www.instagram.com/erikaa_rivas,44478329596,,protectiondentalcenter,human,95,0,0,0,95,A
ah_mariot,Mariot De Hernandez,https://www.instagram.com/ah_mariot,4448411287,,protectiondentalcenter,human,95,0,0,0,95,A
lizveronica_ocam,Liz Veronica Ocampos,https://www.instagram.com/lizveronica_ocam,444959336,,protectiondentalcenter,human,95,0,0,0,95,A
amanda_echeguren,Amanda Echeguren Armoa,https://www.instagram.com/amanda_echeguren,445976005,,protectiondentalcenter,human,95,0,0,0,95,A
camila_dsb,Cami Da Silva,https://www.instagram.com/camila_dsb,446093015,,protectiondentalcenter,human,95,0,0,0,95,A
liliana_kaleta,Liliana Kaleta Ballesteros,https://www.instagram.com/liliana_kaleta,4474466000,,protectiondentalcenter,human,95,0,0,0,95,A
osvaldo_orue,Osvaldo Orue Leguizamon,https://www.instagram.com/osvaldo_orue,447539334,,odontologia3py,human,95,0,0,0,95,A
karina_cantom,Karina Canto Malverde,https://www.instagram.com/karina_cantom,44755347636,,protectiondentalcenter,human,95,0,0,0,95,A
fatty_sol,Fatty Rudas Bolaños,https://www.instagram.com/fatty_sol,448470503,,protectiondentalcenter,human,95,0,0,0,95,A
mariaeugenia_yepes,Maria Eugenia Yepes,https://www.instagram.com/mariaeugenia_yepes,44937736244,,protectiondentalcenter,human,95,0,0,0,95,A
claudelina_rm,Claudelina Ruiz Moyano,https://www.instagram.com/claudelina_rm,450523615,,protectiondentalcenter,human,95,0,0,0,95,A
gabrielito_chile,Gabriel Isaac Alarcon Martinez,https://www.instagram.com/gabrielito_chile,4517207048,,protectiondentalcenter,human,95,0,0,0,95,A
rosannadi_gennaro,Rosanna Di Gennaro,https://www.instagram.com/rosannadi_gennaro,45186258819,,protectiondentalcenter,human,95,0,0,0,95,A
venialgo_cubilla,Adriana Venialgo Cubilla,https://www.instagram.com/venialgo_cubilla,45190841276,,odontospy,human,95,0,0,0,95,A
vanne_videlah,Vanessa Videla Herrera,https://www.instagram.com/vanne_videlah,45291273210,,protectiondentalcenter,human,95,0,0,0,95,A
depaula_carlos,Carlos Roberto De Paula,https://www.instagram.com/depaula_carlos,453743278,,odontologia3py,human,95,0,0,0,95,A
puertas_charo,Charo Puertas Soba,https://www.instagram.com/puertas_charo,45425876227,,protectiondentalcenter,human,95,0,0,0,95,A
nancy_lomar,Nancy Beatriz Martinez,https://www.instagram.com/nancy_lomar,45870388952,,protectiondentalcenter,human,95,0,0,0,95,A
olgui_bracho,Olga Bracho Notario,https://www.instagram.com/olgui_bracho,45968506735,,protectiondentalcenter,human,95,0,0,0,95,A
ximee_aaguilar,Xime Aguilar Rojas,https://www.instagram.com/ximee_aaguilar,46496331742,,protectiondentalcenter,human,95,0,0,0,95,A
cristina_sosag,Ma Cristina Sosa,https://www.instagram.com/cristina_sosag,465618427,,odontologia3py,human,95,0,0,0,95,A
flia_bourcabo,Day Martin Bourgeois Cabo,https://www.instagram.com/flia_bourcabo,46605990403,,protectiondentalcenter,human,95,0,0,0,95,A
cinthia_achar,Cinthia Johana Achar,https://www.instagram.com/cinthia_achar,46640830399,,protectiondentalcenter,human,95,0,0,0,95,A
janet_carvajalvcontuliano,Janet Jamile Carvajal Contuliano,https://www.instagram.com/janet_carvajalvcontuliano,4668093453,,protectiondentalcenter,human,95,0,0,0,95,A
claudia_ortbz,Claudia Ortiz Britez,https://www.instagram.com/claudia_ortbz,4668275033,,odontologia3py,human,95,0,0,0,95,A
nely_leiva,Nely Leiva Fuentes,https://www.instagram.com/nely_leiva,4668627841,,protectiondentalcenter,human,95,0,0,0,95,A
gina_aquinot,Gina Aquino Toledo,https://www.instagram.com/gina_aquinot,466975256,,odontospy,human,95,0,0,0,95,A
vitinho_laa,Victor Enmanuel Leiva Ayala,https://www.instagram.com/vitinho_laa,46913858772,,odontospy,human,95,0,0,0,95,A
linda_troncos,Linda Troncos Jimenez,https://www.instagram.com/linda_troncos,46971248020,,protectiondentalcenter,human,95,0,0,0,95,A
el_ggmm,Gerardo Gomez Velazco,https://www.instagram.com/el_ggmm,4701215053,,protectiondentalcenter,human,95,0,0,0,95,A
eve_carojulian,Evelin Carolina Julian Carisimo,https://www.instagram.com/eve_carojulian,4708810308,,protectiondentalcenter,human,95,0,0,0,95,A
vl_chr,Valeria Lorena Chena,https://www.instagram.com/vl_chr,4727291833,,odontospy,human,95,0,0,0,95,A
soleedad_fernandezz,Maria Soledad Fernandez,https://www.instagram.com/soleedad_fernandezz,47282134366,,protectiondentalcenter,human,95,0,0,0,95,A
ineke_berben,Ineke Berben Martens,https://www.instagram.com/ineke_berben,4728759325,,protectiondentalcenter,human,95,0,0,0,95,A
clari_py,Clari Galiano Ynsfran,https://www.instagram.com/clari_py,474247697,,odontologia3py,human,95,0,0,0,95,A
raquel_coiffure,Rossana Raquel Vera,https://www.instagram.com/raquel_coiffure,47440576499,,protectiondentalcenter,human,95,0,0,0,95,A
eileen_aher,Eileen Dominique Arevalo Hernandes,https://www.instagram.com/eileen_aher,47494226064,,protectiondentalcenter,human,95,0,0,0,95,A
nicosaucedo_es,Nicol Saucedo Espinoza,https://www.instagram.com/nicosaucedo_es,475104501,,protectiondentalcenter,human,95,0,0,0,95,A
cuca_contrerasc,Cuca Contreras Castañeda,https://www.instagram.com/cuca_contrerasc,47521214424,,protectiondentalcenter,human,95,0,0,0,95,A
nora_yaned,Nora Yaned Londoño Uribe,https://www.instagram.com/nora_yaned,47560406804,,protectiondentalcenter,human,95,0,0,0,95,A
guille_britos,Guillermo Britos Cristaldo,https://www.instagram.com/guille_britos,475686096,,protectiondentalcenter,human,95,0,0,0,95,A
mariano_gadek,Mariano Gadek Ayala,https://www.instagram.com/mariano_gadek,47593247795,,protectiondentalcenter,human,95,0,0,0,95,A
faviola_clavijo,Faviola Clavijo Donoso,https://www.instagram.com/faviola_clavijo,47639670184,,protectiondentalcenter,human,95,0,0,0,95,A
sand_benitez,Sandra Benitez Falcon,https://www.instagram.com/sand_benitez,477842123,,protectiondentalcenter,human,95,0,0,0,95,A
feh_pauli,Fernanda Teixeira Pauli,https://www.instagram.com/feh_pauli,4788846586,,protectiondentalcenter,human,95,0,0,0,95,A
anavalsantacruz_nutri,Ana Valeria Santacruz,https://www.instagram.com/anavalsantacruz_nutri,479328131,,protectiondentalcenter,human,95,0,0,0,95,A
diose_catalan,Dioselina Catalan Torres,https://www.instagram.com/diose_catalan,479437979,,protectiondentalcenter,human,95,0,0,0,95,A
musclemax_suplementos,Muscle Max Suplementos,https://www.instagram.com/musclemax_suplementos,47971244439,,protectiondentalcenter,human,95,0,0,0,95,A
soll_kuhnen,Solange Kuhnen Doerner,https://www.instagram.com/soll_kuhnen,48162049416,,protectiondentalcenter,human,95,0,0,0,95,A
objetivo_cuidarse,Maria Clara Linares Otero,https://www.instagram.com/objetivo_cuidarse,48175573386,,protectiondentalcenter,human,95,0,0,0,95,A
dismar_osorio,Dismar Maciela Osorio,https://www.instagram.com/dismar_osorio,482497523,,odontospy,human,95,0,0,0,95,A
evita_juanpuig,Eva Juan Puigg,https://www.instagram.com/evita_juanpuig,48251935174,,protectiondentalcenter,human,95,0,0,0,95,A
solitarialuna_rock,Suar Amand Sofi,https://www.instagram.com/solitarialuna_rock,48320658182,,protectiondentalcenter,human,95,0,0,0,95,A
dag_fsa,Dagmar Ribeiro Duarte Duarte,https://www.instagram.com/dag_fsa,483239102,,protectiondentalcenter,human,95,0,0,0,95,A
luigui_vsala,Luisa Villarroel Salazar,https://www.instagram.com/luigui_vsala,4836242892,,protectiondentalcenter,human,95,0,0,0,95,A
romi_alegrea,Rominna Alegre Amarilla,https://www.instagram.com/romi_alegrea,485266326,,odontologia3py,human,95,0,0,0,95,A
marta_ortizmendoza,Marta Ortiz Mendoza,https://www.instagram.com/marta_ortizmendoza,486393186,,protectiondentalcenter,human,95,0,0,0,95,A
mara_feline,Mara Dos Santos,https://www.instagram.com/mara_feline,4875531068,,protectiondentalcenter,human,95,0,0,0,95,A
cristiantonio_ocampos,Cristian Antonio Ocampos,https://www.instagram.com/cristiantonio_ocampos,48789117581,,protectiondentalcenter,human,95,0,0,0,95,A
clara_mercotec,Carol Lara Foton,https://www.instagram.com/clara_mercotec,48798988260,,odontospy,human,95,0,0,0,95,A
michelle_halley,Michelle Halley Blanco,https://www.instagram.com/michelle_halley,488132762,,protectiondentalcenter,human,95,0,0,0,95,A
josirene_antunesschons,Josirene Antunes Schons,https://www.instagram.com/josirene_antunesschons,48880938238,,protectiondentalcenter,human,95,0,0,0,95,A
aurora_alvarezz,Aurora Maria Alvarez,https://www.instagram.com/aurora_alvarezz,49164860790,,protectiondentalcenter,human,95,0,0,0,95,A
cde_elim,Denisse Tamar Cofre Alarcon,https://www.instagram.com/cde_elim,49326978558,,protectiondentalcenter,human,95,0,0,0,95,A
jazmin_molinasvillalba,Jazmin Maria Molinas Villalba,https://www.instagram.com/jazmin_molinasvillalba,4935623487,,protectiondentalcenter,human,95,0,0,0,95,A
ligia_noria,Ligia Noria Duarte,https://www.instagram.com/ligia_noria,49508448561,,protectiondentalcenter,human,95,0,0,0,95,A
noe_recalde,Recalde Marlise Noelia,https://www.instagram.com/noe_recalde,496336683,,odontologia3py,human,95,0,0,0,95,A
analaura_crededio,Ana Laura Crededio,https://www.instagram.com/analaura_crededio,4978331997,,protectiondentalcenter,human,95,0,0,0,95,A
fabi_zapattini,Liz Fabiola Zapattini Britos,https://www.instagram.com/fabi_zapattini,498778519,,protectiondentalcenter,human,95,0,0,0,95,A
anarosa_samuel,Ana Rosa Samuel Rodriguez,https://www.instagram.com/anarosa_samuel,49971240413,,protectiondentalcenter,human,95,0,0,0,95,A
elizabeti_gonzalves,Elizabeti Gonzalves Coello,https://www.instagram.com/elizabeti_gonzalves,50319004865,,protectiondentalcenter,human,95,0,0,0,95,A
nil_iralav,Nilsa Irala Vega,https://www.instagram.com/nil_iralav,503269848,,protectiondentalcenter,human,95,0,0,0,95,A
lizlopez_matvichuk,Liz Lopez Matvichuk,https://www.instagram.com/lizlopez_matvichuk,504403259,,protectiondentalcenter,human,95,0,0,0,95,A
vall_imbert,Valery Val Imbert,https://www.instagram.com/vall_imbert,506112715,,protectiondentalcenter,human,95,0,0,0,95,A
rosado_ramonita,Ramonita Sanchez Rosado,https://www.instagram.com/rosado_ramonita,5063969014,,protectiondentalcenter,human,95,0,0,0,95,A
joha_repol,Johanna Repol San Martin,https://www.instagram.com/joha_repol,506667056,,protectiondentalcenter,human,95,0,0,0,95,A
any_marya,Ana Maria Palacios Muñoz,https://www.instagram.com/any_marya,50713226,,protectiondentalcenter,human,95,0,0,0,95,A
olgui_alarcon,Olga Alarcon Aguayo,https://www.instagram.com/olgui_alarcon,509574613,,odontospy,human,95,0,0,0,95,A
fatyma_carrera,Fatima Carrera Vargas,https://www.instagram.com/fatyma_carrera,5109463293,,protectiondentalcenter,human,95,0,0,0,95,A
nati_gillestigarribia,Nati Gill Estigarribia,https://www.instagram.com/nati_gillestigarribia,51193050021,,protectiondentalcenter,human,95,0,0,0,95,A
treinador_henriquealves,Treinador Henrique Alves,https://www.instagram.com/treinador_henriquealves,515221236,,odontospy,human,95,0,0,0,95,A
sapienza_nancy,Nancy Sapienza Massocco,https://www.instagram.com/sapienza_nancy,51813832890,,protectiondentalcenter,human,95,0,0,0,95,A
chabelita_tf,Chabelita Torres Ferreira,https://www.instagram.com/chabelita_tf,519465100,,protectiondentalcenter,human,95,0,0,0,95,A
fabiola_cardozor,Fabiola Cardozo Pereira,https://www.instagram.com/fabiola_cardozor,522644255,,protectiondentalcenter,human,95,0,0,0,95,A
