name,category,subcategory,city,neighborhood,address,lat,lng,phone,website,rating,total_reviews,has_website,deep_score,priority,types,corporate_score,_tier
Bandido tatuajes Py,Spa/Wellness,General,Asunción,,"Av. Dr. José Gaspar Rodriguez de Francia, Asunción 001221, Paraguay",-25.2978904,-57.62713110000001,0972 815410,https://www.instagram.com/bandi_tatuador?igsh=M2x5MWpsamNweTli&utm_source=qr,4.9,60,True,90,A,establishment|point_of_interest|store,65,A
Barber Shop Py,Barberia,Barberia Moderna,Asunción,,"Cardenal Roig 1037, Asunción 1820, Paraguay",-25.2920428,-57.56269349999999,0991 721473,,5.0,65,False,95,A,establishment|hair_care|health|point_of_interest,60,A
Movida Pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"entre Ingavi y el carmen, Madrinas de la Guerra del Chaco, Asunción 0000, Paraguay",-25.3171228,-57.6279573,0982 919836,https://www.instagram.com/movida.pilatespy/,5.0,7,True,70,A,establishment|gym|health|point_of_interest,60,A
Que Chevere Barbería,Barberia,General,Asunción,,"Coronel Juan Antonio Escurra, &, Asunción 001409, Paraguay",-25.2932167,-57.5518893,0982 246052,,4.8,77,False,95,A,establishment|hair_care|health|point_of_interest,60,A
Pachamama - Yoga Las Mercedes,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Luis Morales 856 entre, Sgto. José León Gauto y, Asunción 001207, Paraguay",-25.2829134,-57.59979079999999,0986 180057,,5.0,2,False,75,A,establishment|gym|health|point_of_interest,60,A
Ananda Yoga,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"MFW5+VXX, Teresa Lamas Caríssimo, Asunción 110302, Paraguay",-25.3027625,-57.54001559999999,0971 376540,https://www.instagram.com/ananda_yogapy?igsh=cmpkeGl5cXZ1czI=,4.9,10,True,75,A,establishment|gym|health|point_of_interest,60,A
Qí Pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Capitan Vicente Suarez 2115, Asunción 001520, Paraguay",-25.268146,-57.57198030000001,0981 509342,,5.0,2,False,75,A,establishment|gym|health|point_of_interest,60,A
Esteban Tatto & Body Piercing,Tatuajes/Piercing,Piercing Studio,Asunción,,"Belgica 866 e/ Lillo y Teniente Ver, Asunción 001409, Paraguay",-25.2904401,-57.567501,0981 556506,http://www.estebantattoo.com/,4.7,620,True,70,A,establishment|point_of_interest,60,A
Pilates Health,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"San Miguel, &, Asunción 001206, Paraguay",-25.268958,-57.5942212,(021) 213 115,https://www.facebook.com/Pilates-Health-169210656453841/?ref=bookmarks,4.8,8,True,70,A,establishment|gym|health|point_of_interest,60,A
Nutrimart.,Otros,General,Asunción,,"Avda. Perú &, Herrera, Asunción 001220, Paraguay",-25.2929281,-57.62197070000001,0986 823080,http://nutrimart.com.py/,4.6,220,True,70,A,establishment|food|grocery_or_supermarket|point_of_interest|store,60,A
Nutrifit Spa y Belleza Los Laureles,Spa/Wellness,Spa,Asunción,,"Teresa Lamas Carísimo 5842 casi, Asunción 001420, Paraguay",-25.3123674,-57.5792976,0981 100018,,4.5,77,False,100,A,establishment|point_of_interest|spa,60,A
Áva Mariscal,Peluqueria,General,Asunción,,"Av. Mariscal López 4561, Asunción 1863, Paraguay",-25.2977313,-57.5708997,0994 558853,,4.6,235,False,100,A,establishment|hair_care|point_of_interest,60,A
JE Studio Pilates Yoga,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Sucre N° 1984, casi, Asunción 001408, Paraguay",-25.2921293,-57.57019939999999,0973 203323,https://www.instagram.com/jestudiopilatesyoga,5.0,7,True,70,A,establishment|gym|health|point_of_interest,60,A
Apolo Gym,Gimnasio/Fitness,Gimnasio,Luque,,"QG57+W4F, Luque 2060, Paraguay",-25.2405477,-57.4869915,0982 038719,https://instagram.com/apologym_py?igshid=ZDdkNTZiNTM=,4.9,8,True,70,A,establishment|gym|health|point_of_interest,60,A
Calm Pilates,Gimnasio/Fitness,Yoga/Pilates,Luque,,"2060, Luque 2060, Paraguay",-25.2641557,-57.51206139999999,0986 912583,https://www.instagram.com/calmpilatespy?igsh=MW1vbjY1N216cWV6MA==,4.8,6,True,70,A,establishment|gym|health|point_of_interest,60,A
Teatro Guaraní,Otros,General,Asunción,,"Independencia Nacional &, Oliva esq, Asunción 001101, Paraguay",-25.2840714,-57.6348447,0972 452099,http://www.hotelguarani.com.py/es/teatro,4.5,726,True,70,A,establishment|point_of_interest,60,A
"Cristia Ayala CEJAS,SPA DE MANOS Y PIES. MAKEUP",Spa/Wellness,Spa,Luque,,"Javier Bogarin 515, Luque 110930, Paraguay",-25.2742627,-57.49046329999999,0994 606070,,4.7,54,False,100,A,beauty_salon|establishment|point_of_interest,60,A
Invictus hair studio Barber shop,Peluqueria,Barberia Moderna,Asunción,,"Juan S Bogarin, Asunción 001413, Paraguay",-25.2979002,-57.5855454,0994 348269,,4.9,52,False,97,A,establishment|hair_care|health|point_of_interest,60,A
Magnolia Peluquería,Peluqueria,General,Asunción,,"Bartolome De Las Casas 206 esq, Asunción 001231, Paraguay",-25.3076998,-57.6029685,(021) 558 289,,4.7,216,False,100,A,establishment|hair_care|point_of_interest,60,A
Inspira Pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Doctor Luís Enrique Migone 767, Asunción 001529, Paraguay",-25.2822438,-57.57824540000001,0991 970900,https://www.facebook.com/INSPIRApilatespy,5.0,7,True,70,A,establishment|gym|health|point_of_interest,60,A
Guarani Hotel,Otros,General,Asunción,,"Oliva esq, Asunción 001101, Paraguay",-25.2839699,-57.6352003,(021) 452 099,http://www.hotelguarani.com.py/,4.6,4559,True,70,A,establishment|lodging|point_of_interest,60,A
Ahimsa Escuela de Yoga,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"San Francisco 822, Asunción 001208, Paraguay",-25.2833768,-57.60241469999999,0991 602073,https://instagram.com/ahimsayoga_py?igshid=lm5oowp7oj3w,5.0,5,True,70,A,establishment|gym|health|point_of_interest,60,A
Andrea Piccardo Yoga,Gimnasio/Fitness,Yoga/Pilates,Luque,,"Ybyraju 30 casi Florencio Meza, Barrio, Pje. Yaguarete Corá, Luque 2060, Paraguay",-25.2703314,-57.4718819,0986 486166,https://www.instagram.com/andrea.piccardo_yoga/,5.0,8,True,70,A,establishment|gym|health|point_of_interest,60,A
Bacan Barbería & Peluquería,Peluqueria,General,Asunción,,"Quesada 5126 Local 31, Asunción 1411, Paraguay",-25.2952282,-57.57999219999999,0982 220991,https://www.bacanbarberia.com.ar/,4.9,69,True,67,B,establishment|hair_care|health|point_of_interest,60,A
AMÁN Spa & Body Care,Spa/Wellness,Spa,Asunción,,"Bruselas, Asunción 001410, Paraguay",-25.2888742,-57.5629643,0982 157000,http://www.amanpy.com/,4.5,52,True,70,A,establishment|point_of_interest|spa,60,A
Casa Liara - Mosaico - Pilates -,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Capitán Emeterio Miranda 2024, Asunción 001401, Paraguay",-25.2817187,-57.55877219999999,0992 209121,https://www.instagram.com/casa_liara/,5.0,8,True,70,A,establishment|general_contractor|gym|health|home_goods_store|point_of_interest|store,60,A
Yoga Shala,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Presbítero Marcelino Noutz 872 c, Asunción 001207, Paraguay",-25.2829723,-57.59634200000001,0981 492424,http://instagram.com/yogashalapy,5.0,2,True,65,B,establishment|gym|health|point_of_interest,60,A
Consultorio Médico y Estético,Spa/Wellness,General,Asunción,,"Dr. Carlos Centurion 353 casi, Asunción 001232, Paraguay",-25.3118125,-57.59768589999999,0984 434449,http://facebook.com/medicoyestetico,5.0,1,True,65,B,establishment|health|point_of_interest|spa,60,A
Brow Bar,Salon de Belleza,General,Asunción,,"Cruz Del Chaco esq, Asunción 1849, Paraguay",-25.2985433,-57.58157469999999,(021) 728 8000,http://www.bardecejas.com/,4.7,404,True,77,A,beauty_salon|establishment|point_of_interest,60,A
Studio Pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Malutin 479, Asunción 001411, Paraguay",-25.2908236,-57.5791435,0982 858083,,4.8,22,False,90,A,establishment|gym|health|point_of_interest,60,A
Manos Lindas Spa,Spa/Wellness,Spa,Asunción,,"Pascual Ramon Casco, Asunción 001508, Paraguay",-25.2464554,-57.536319,0991 648111,https://instagram.com/manoslindasspa?igshid=YmMyMTA2M2Y=,4.7,55,True,90,A,beauty_salon|establishment|point_of_interest,60,A
Mostacho Barber 💈,Barberia,General,Asunción,,"González Belotto, Asunción 2050, Paraguay",-25.2481652,-57.55480180000001,0992 335998,https://sites.google.com/view/mostachobarber/inicio,4.9,85,True,75,A,beauty_salon|establishment|hair_care|health|point_of_interest|spa,60,A
República Fit,Gimnasio/Fitness,General,Luque,,"Nro 158, Cap. Andres Insfran, Luque 110932, Paraguay",-25.2687972,-57.49551830000001,0986 578378,,5.0,2,False,75,A,establishment|gym|health|point_of_interest,60,A
ViP Training,Gimnasio/Fitness,General,Luque,,"PGJ6+R3C, Cerro Cora, Luque 110921, Paraguay",-25.267944,-57.4898663,0982 108040,,5.0,3,False,75,A,establishment|gym|health|point_of_interest,60,A
FitXpress 20',Gimnasio/Fitness,General,Asunción,,"PCMJ+G27, Asunción 001520, Paraguay",-25.2662142,-57.5699412,0981 687752,,4.9,22,False,90,A,establishment|gym|health|point_of_interest,60,A
Almadhāra Wellness Center. Pilates y Yoga. Terapias de sanación,Spa/Wellness,Yoga/Pilates,Luque,,"Pitiantuta esq, Luque 110917, Paraguay",-25.2579939,-57.50597769999999,0972 571035,http://www.instagram.com/almadharawellness,5.0,1,True,65,B,establishment|health|point_of_interest,60,A
Go Pilates Luque,Gimnasio/Fitness,Yoga/Pilates,Luque,,"Av. Gral. Aquino &, Gral. Díaz, Luque 110932, Paraguay",-25.2662655,-57.49757169999999,0972 180808,,5.0,4,False,75,A,establishment|gym|health|point_of_interest,60,A
FF Pilates,Gimnasio/Fitness,Yoga/Pilates,Luque,,"PFVR+WMQ, Mangoty, Luque 110917, Paraguay",-25.2551621,-57.5082573,0981 123349,,5.0,3,False,75,A,establishment|gym|health|point_of_interest,60,A
BALANCE- CENTRO DE MOVIMIENTO,Gimnasio/Fitness,General,Asunción,,"Prof. Manuel Riquelme 1907 casi, Asunción 1234, Paraguay",-25.2793177,-57.56295780000001,0981 205898,,5.0,26,False,90,A,establishment|gym|health|point_of_interest,60,A
Soul Studio Pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Legion Civil Extranjera casi, Asunción 001412, Paraguay",-25.294324,-57.5857901,0974 872150,,5.0,1,False,75,A,establishment|gym|health|point_of_interest,60,A
YA! Pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Av Gral Máximo Santos y, Asunción 001310, Paraguay",-25.322053,-57.62271119999999,0983 840619,,5.0,3,False,75,A,establishment|gym|health|point_of_interest,60,A
MONARCA,Peluqueria,General,Asunción,,"C/ Cervantes, Sgto. Toribio Valinotti, Asunción 001534, Paraguay",-25.2703419,-57.5871441,0984 365305,https://monarcabarberiaypeluqueria.my.canva.site/,5.0,59,True,67,B,establishment|hair_care|health|point_of_interest,60,A
Samauma,Gimnasio/Fitness,General,Luque,,"Boquerón, Luque 110934, Paraguay",-25.2683866,-57.5137837,0983 446364,,5.0,1,False,75,A,establishment|gym|health|point_of_interest,60,A
ARMOR Cross - Lynch,Gimnasio/Fitness,General,Asunción,,"Fortín Galpón 530 casi, Asunción 001404, Paraguay",-25.3001323,-57.5510702,0994 491793,,5.0,3,False,75,A,establishment|gym|health|point_of_interest,60,A
Haus pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Moisés Bertoni 3253, Asunción 001405, Paraguay",-25.3010074,-57.55643159999999,0982 505053,,5.0,3,False,75,A,establishment|gym|health|point_of_interest,60,A
Pachi Yoga,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Manuel Perez 572, Asunción 1409, Paraguay",-25.2834636,-57.61787460000001,0992 298664,https://www.facebook.com/100092407960030/about/,5.0,18,True,75,A,establishment|gym|health|point_of_interest,60,A
Asuncion Pilates Club,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Capitán Pedro Villamayor y, Mayor José Rosa Aranda 887, Asunción 001418, Paraguay",-25.311212,-57.56249959999999,0982 666279,https://instagram.com/asuncionpilatesclub?igshid=YmMyMTA2M2Y=,4.9,19,True,75,A,establishment|gym|health|point_of_interest,60,A
INDIVIDUAL Pilates & Fisioterapia,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Prof. Manuel Riquelme y, Asunción 001527, Paraguay",-25.2773151,-57.567244,0992 295889,https://www.instagram.com/individual.pilates,5.0,15,True,75,A,establishment|gym|health|physiotherapist|point_of_interest,60,A
Kali Estudio | Vinyasa y Ashtanga Yoga,Gimnasio/Fitness,Yoga/Pilates,Luque,,"PF7G+HQW, Luque 110939, Paraguay",-25.2860002,-57.52304549999999,0985 691544,https://www.instagram.com/kali.estudio.yoga?igsh=cWpxbWFib296b2dv&utm_source=qr,5.0,18,True,75,A,establishment|gym|health|point_of_interest,60,A
Felicita Haedo - Luque,Spa/Wellness,General,Luque,,"PFGX+P86, Del Maestro, Luque 110933, Paraguay",-25.2732055,-57.50172569999999,0984 201833,,5.0,1,False,75,A,establishment|health|point_of_interest|spa,60,A
Santo Pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"PC3V+W85, Jose L Duarte, Asunción 001406, Paraguay",-25.2952133,-57.5566364,0991 936886,https://instagram.com/santopilatesestudio?igshid=YmMyMTA2M2Y=,5.0,10,True,75,A,establishment|gym|health|point_of_interest,60,A
Elevate Pilates Studio,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Trifon Benitez Vera ° 697, Asunción 001408, Paraguay",-25.2923413,-57.5701104,0994 944944,,5.0,2,False,75,A,establishment|gym|health|point_of_interest,60,A
Asunción Underground,Otros,General,Asunción,,"389,, Gral. Díaz, Asunción 001101, Paraguay",-25.2835694,-57.6369615,0981 718748,https://instagram.com/asuncion.underground?igshid=19dkiaq7r1xzt,4.6,268,True,90,A,clothing_store|establishment|point_of_interest|store,60,A
Centro Gym,Gimnasio/Fitness,Gimnasio,Luque,,"C. Jóvenes Unidos s/n, Luque 110903, Paraguay",-25.2436007,-57.4801088,0973 985346,,5.0,1,False,75,A,establishment|gym|health|point_of_interest,60,A
iFLY Paraguay,Gimnasio/Fitness,General,Asunción,,"San Antonio 1086, Asunción 001205, Paraguay",-25.2760344,-57.6014315,0982 921285,,5.0,27,False,90,A,establishment|gym|health|point_of_interest,60,A
Joseph Coiffure,Salon de Belleza,General,Asunción,,"Av. Dr. Fernando de la Mora 2504, Asunción 001314, Paraguay",-25.3287698,-57.594477,0986 243602,http://www.joseph.com.py/,4.6,1274,True,77,A,beauty_salon|establishment|point_of_interest,60,A
Raio Bemba peluquería,Peluqueria,General,Asunción,,"Gral. Eugenio Alejandrino Garay y, Asunción 1849, Paraguay",-25.2900465,-57.58307310000001,0972 656656,http://raiobemba.com/,4.7,744,True,77,A,establishment|hair_care|point_of_interest,60,A
Barbería Paraguay Asunción(Alphas Barber Shop py),Barberia,Barberia Moderna,Asunción,,"Prof. Ramón Cardozo, Asunción 001404, Paraguay",-25.299627,-57.5465611,0991 625203,https://bit.ly/2kKUiXr,4.8,78,True,65,B,establishment|hair_care|health|point_of_interest,60,A
Dr. Alexis Gallagher,Otros,General,Asunción,,"Sta. Rosa 944, Asunción 001535, Paraguay",-25.2825504,-57.59024,0994 400230,http://www.cirujanoplastico.com.py/,4.9,54,True,60,B,doctor|establishment|health|point_of_interest,60,A
The Baby Nails By Claudia,Uñas/Nails,Salon Uñas,Asunción,,"Eligio Ayala 2184 esquina, Asunción 001225, Paraguay",-25.2934848,-57.6135623,0981 826938,http://wa.me/+595981826938,4.9,78,True,80,A,beauty_salon|establishment|hair_care|health|point_of_interest,60,A
Yoga Renda,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"25 de Mayo 989 c, Asunción 001218, Paraguay",-25.2874836,-57.62665990000001,0981 206304,https://www.instagram.com/yogarendapy/,4.9,24,True,80,A,establishment|gym|health|point_of_interest,60,A
BODY and MIND PILATES,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Mcal. Estigarribia 2067 entre, Mayor Sebastián Bullo y, Asunción 001225, Paraguay",-25.2933946,-57.6149251,0983 760238,https://www.facebook.com/bodyandmindpilatespy/,5.0,26,True,80,A,establishment|gym|health|point_of_interest,60,A
Go Fitness Gym,Gimnasio/Fitness,Gimnasio,Asunción,,"Av. Venezuela, Asunción 001533, Paraguay",-25.2671269,-57.5937853,0982 157720,,5.0,10,False,85,A,establishment|gym|health|point_of_interest,60,A
KR Training - Lomas,Gimnasio/Fitness,General,Asunción,,"Avenida Doctor Felipe Molas López &, Río Ypane, Asunción 001531, Paraguay",-25.2659362,-57.5765009,0981 758822,,4.9,12,False,85,A,establishment|gym|health|point_of_interest,60,A
Colibrí studio pilates,Gimnasio/Fitness,Yoga/Pilates,Luque,,"7 de Octubre 774, Luque 110947, Paraguay",-25.2867175,-57.4936176,0994 314580,,5.0,12,False,85,A,establishment|gym|health|point_of_interest,60,A
mosana Pilates Yoga Estudio,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Dr. Toribio Pacheco 6157, Asunción 001416, Paraguay",-25.304017,-57.57069620000001,0994 458368,http://linktr.ee/Mosanapilatesyoga,5.0,7,True,50,B,establishment|gym|health|point_of_interest,60,A
Ritual Pilates Studio,Gimnasio/Fitness,Yoga/Pilates,Luque,,"Teniente Cnel. Ramos Alfaro 450, Ballivian y, Luque 110901, Paraguay",-25.2585419,-57.50809100000001,0992 268858,,5.0,6,False,80,A,establishment|gym|health|point_of_interest,60,A
BUCCI - Osvaldo Bucci,Peluqueria,General,Asunción,,"Del Sol Shopping and Lifestyle, Asunción 001529, Paraguay",-25.2832371,-57.5672014,0981 120578,http://www.bucci.com.py/,4.5,338,True,77,A,establishment|hair_care|point_of_interest|spa,60,A
Dermo Beauty · Villa Morra,Salon de Belleza,General,Asunción,,"Doctor Francisco Morra Nº 717 casi Eusebio Lillo Robles, Dr. Francisco Morra 717, Asunción 001411, Paraguay",-25.288256,-57.5759961,0981 673700,http://www.dermobeauty.com.py/,4.6,206,True,77,A,beauty_salon|establishment|point_of_interest|spa,60,A
Biolaser Medicina Estética,Depilacion,Depilacion Laser,Asunción,,"San Rafael 698 esquina, Ntra. Sra. del Carmen 698, Asunción 001529, Paraguay",-25.2816625,-57.5743704,0983 118888,http://www.biolaser.com.py/,4.9,88,True,60,B,establishment|health|point_of_interest|store,60,A
Hay Pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Pje. Recalde 856, Asunción 001219, Paraguay",-25.2938508,-57.6328649,0984 264006,,4.8,6,False,80,A,establishment|gym|health|point_of_interest,60,A
DC Pilates & Fisio - Sucursal Luque,Gimnasio/Fitness,Yoga/Pilates,Luque,,"14 De Mayo casi, Luque 2060, Paraguay",-25.2678022,-57.49686570000001,0983 101013,https://www.instagram.com/dcpilatespy/,4.9,29,True,80,A,establishment|gym|health|point_of_interest,60,A
Vcl Training,Gimnasio/Fitness,General,Luque,,"PFXW+8X2, America, Luque 2060, Paraguay",-25.251743,-57.50262170000001,0961 911714,,5.0,5,False,80,A,establishment|gym|health|point_of_interest,60,A
reLove Club,Gimnasio/Fitness,General,Luque,,"La Paz esquina, Luque 110935, Paraguay",-25.2736957,-57.5130174,0971 944729,,5.0,5,False,80,A,establishment|gym|health|point_of_interest,60,A
Corppilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"PCVF+V4F, Asunción 001519, Paraguay",-25.2553273,-57.5772415,0994 650322,https://www.instagram.com/corppilatespy/,5.0,1,True,65,B,establishment|gym|health|point_of_interest,60,A
Mega Cosméticos Asunción,Otros,General,Asunción,,"Av. Gral. Bernardino Caballero y, Asunción 001227, Paraguay",-25.3024354,-57.60977260000001,0986 477733,,4.6,561,False,100,A,establishment|point_of_interest|store,60,A
Mental Fitness (Cross and Functional Training),Gimnasio/Fitness,General,Asunción,,"Victor Idoyaga 5050, Asunción 001421, Paraguay",-25.3093099,-57.5898469,0981 000050,,4.9,17,False,85,A,establishment|gym|health|point_of_interest,60,A
Flow Pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Cnel. Felix Cabrera 1468, Asunción 001410, Paraguay",-25.2888285,-57.55719089999999,0981 879864,,4.8,12,False,85,A,establishment|gym|health|point_of_interest,60,A
RUHE,Gimnasio/Fitness,General,Luque,,"America, Luque 110918, Paraguay",-25.2643944,-57.49919999999999,0985 200447,,4.9,13,False,85,A,establishment|gym|health|point_of_interest,60,A
ZOI WELLNESS CENTER,Spa/Wellness,General,Luque,,"12 de Octubre, Luque 110917, Paraguay",-25.2548528,-57.5020612,0994 956222,,4.8,19,False,85,A,establishment|gym|health|point_of_interest,60,A
The Yoga Room PY,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Senador Long 724 Entre, Eusebio Lillo Robles y, Asunción 001411, Paraguay",-25.2876804,-57.57670499999999,0981 981570,https://www.theyogaroompy.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8687961182084005847,5.0,2,True,55,B,establishment|gym|health|point_of_interest,60,A
Kadima Gym,Gimnasio/Fitness,Gimnasio,Luque,,"Padre Landaire 199, Luque 110936, Paraguay",-25.2784657,-57.5094027,0993 593230,,4.8,14,False,85,A,establishment|gym|health|point_of_interest,60,A
Gemelos Fitness Club,Gimnasio/Fitness,General,Luque,,"Av. Gral. Aquino y, Luque 110933, Paraguay",-25.2656927,-57.5005978,0971 697156,,4.9,10,False,85,A,establishment|gym|health|point_of_interest,60,A
AVVIVA Pilates•Barre•Aerial,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Padre Juan N. Casanello 1553 casi, Asunción 001238, Paraguay",-25.3089021,-57.63043099999999,0981 859892,,4.9,16,False,85,A,establishment|gym|health|point_of_interest,60,A
Yoga Urbano,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Francisco Zurbaran 1138, Asunción 001206, Paraguay",-25.2778958,-57.5963643,0981 585277,,5.0,11,False,85,A,establishment|gym|health|point_of_interest,60,A
CELBENZ,Peluqueria,General,Asunción,,"Cañadon chaqueño, Teniente Bernal 365 casi, Asunción 001517, Paraguay",-25.2549589,-57.5869805,0992 594485,https://www.instagram.com/celbenzpy?igsh=dHNtMWFjbGYzZzgw,4.9,84,True,87,A,establishment|hair_care|health|point_of_interest,60,A
CUMANA Wellness Club,Spa/Wellness,General,Asunción,,"Av. España 2287, Asunción 1207, Paraguay",-25.2870044,-57.59551620000001,0984 309937,https://cumana.co/,5.0,27,True,60,B,establishment|gym|health|point_of_interest,60,A
Regina Coeli Spa - Medicina Estética,Spa/Wellness,Spa,Luque,,"Tte. Rivas 536, Luque 110934, Paraguay",-25.2708851,-57.5074826,0971 595755,,5.0,13,False,85,A,establishment|health|point_of_interest|spa,60,A
Charme ASU,Peluqueria,General,Asunción,,"Shopping Villa Morra, Av. Mariscal López Local 49, Asunción 001412, Paraguay",-25.294498,-57.58106910000001,(021) 612 899,,4.5,299,False,100,A,establishment|hair_care|point_of_interest,60,A
ZOE CLINICA,Spa/Wellness,General,Asunción,,"4 de Julio 2729, Asunción 001407, Paraguay",-25.2967868,-57.56211589999999,0974 271270,https://zoe.com.py/,5.0,8,True,50,B,doctor|establishment|health|point_of_interest|spa,60,A
Maison Mint,Peluqueria,General,Asunción,,"Eusebio Lillo Robles esquina, Asunción 001411, Paraguay",-25.2875312,-57.58162009999999,0981 301077,,4.8,112,False,100,A,establishment|hair_care|point_of_interest|spa,55,B
"Peluquería - La Santa - Care Salon, Asunción.",Salon de Belleza,General,Asunción,,"Molas Lopez 1832, Asunción 1411, Paraguay",-25.2631275,-57.57877809999999,0981 300503,,4.9,115,False,100,A,beauty_salon|establishment|hair_care|point_of_interest,55,B
Samasthiti Ashtanga Yoga Gurukula,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Enrique Solano López 963, Asunción 1429, Paraguay",-25.281397,-57.602567,0981 202699,http://www.samasthiti.com.py/,4.5,12,True,55,B,establishment|gym|health|point_of_interest,55,B
MK GYM,Gimnasio/Fitness,Gimnasio,Asunción,,"Camino Quimbaya, Av. Dr. Guido Boggiani, Asunción 001416, Paraguay",-25.2982921,-57.57566070000001,(021) 614 872,http://www.mk.com.py/,4.7,26,True,60,B,establishment|gym|health|point_of_interest,55,B
The Art of Living Foundation,Gimnasio/Fitness,General,Asunción,,"Av. Madame Lynch 902 c, Asunción 0000, Paraguay",-25.2769458,-57.5460946,0972 858670,https://www.elartedevivirpy.org/,4.6,21,True,60,B,establishment|gym|health|point_of_interest,55,B
Ever Penayo Tattoo Studio,Tatuajes/Piercing,Tattoo Studio,Asunción,,"Senador Huey Pierce Long 464, Asunción 001411, Paraguay",-25.2913015,-57.5778619,0982 285552,https://instagram.com/everpenayotattoos?igshid=YmMyMTA2M2Y=,4.9,127,True,85,A,establishment|point_of_interest|store,55,B
Borcelle Spa,Spa/Wellness,Spa,Asunción,,"JCPX+8XH, Asunción 0012, Paraguay",-25.2921792,-57.6254541,0981 044443,https://instagram.com/borcellespa.py?igshid=MTk0NTkyODZkYg==,4.8,44,True,80,A,establishment|point_of_interest|spa,55,B
Vida Estética,Spa/Wellness,General,Asunción,,"Av. Venezuela 573, Asunción 001207, Paraguay",-25.2865581,-57.5954284,0972 704040,http://www.vidaestetica.com.py/,3.8,36,True,53,B,establishment|health|point_of_interest|spa,55,B
ELECTRIC CIRCUS FAMILY TATTOO,Tatuajes/Piercing,General,Asunción,,"Gral. Diaz 464, entre 14 de mayo y, Asunción 1209, Paraguay",-25.2829731,-57.6376787,0981 909485,https://www.facebook.com/ElectricCircusPy/,4.8,149,True,85,A,establishment|point_of_interest|store,55,B
Premier Fitness Club Luque,Gimnasio/Fitness,General,Luque,,"PGJ7+9G2, Cerro Cora, Luque 110930, Paraguay",-25.2691181,-57.4862201,0971 658668,http://www.premier.com.py/,4.7,28,True,60,B,establishment|gym|health|point_of_interest,55,B
Bella Pelle,Spa/Wellness,General,Asunción,,"Av. Médicos del Chaco 2312, Asunción 110711, Paraguay",-25.3307108,-57.606618,0991 728094,https://www.facebook.com/bellapellepy,4.8,38,True,80,A,establishment|point_of_interest|spa,55,B
Vita Cosméticos,Otros,General,Asunción,,"Av. Eusebio Ayala 454, Asunción 001227, Paraguay",-25.3028044,-57.6135272,0974 800611,https://www.instagram.com/vitacasacentral/,4.2,798,True,87,A,establishment|point_of_interest|store,55,B
Inhala Pilates Studio,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Carmen Soler, Asunción 1229, Paraguay",-25.2985923,-57.6002464,0971 506199,,4.5,8,False,80,A,establishment|gym|health|point_of_interest,55,B
Pilates Lab,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Gumersindo Sosa 1453, Asunción 001409, Paraguay",-25.2873423,-57.56329940000001,0987 318720,,4.5,2,False,75,A,establishment|gym|health|point_of_interest,55,B
Ciria Depilaciones Campo Grande,Depilacion,General,Asunción,,"PFH3+636, Asunción 001524, Paraguay",-25.2719595,-57.5473559,0981 933247,,4.8,152,False,95,A,beauty_salon|establishment|hair_care|point_of_interest,55,B
MALE Barber Shop & Drink,Barberia,Barberia Moderna,Luque,,"Dr. José Gaspar Rodríguez de Francia, Luque 110932, Paraguay",-25.2690216,-57.4930513,0983 819419,,4.6,53,False,95,A,establishment|hair_care|health|point_of_interest,55,B
Thaya Clínic Spa,Spa/Wellness,Spa,Asunción,,"Aca Caraya 519, Asunción 001229, Paraguay",-25.2966366,-57.60207129999999,0984 487584,,4.8,31,False,90,A,establishment|point_of_interest|spa,55,B
